Origin,OriginState,Dest,DestState,CRSDepTime,CRSElapsedTime,Marketing_Airline_Network
MIA,FL,LGA,NY,1657,183.0,AA
DFW,TX,ELP,TX,1520,96.0,AA
ELP,TX,DFW,TX,1647,112.0,AA
CLT,NC,MCO,FL,1633,104.0,AA
DFW,TX,MTJ,CO,840,133.0,AA
MTJ,CO,DFW,TX,1033,127.0,AA
JAX,FL,MIA,FL,1048,81.0,AA
MIA,FL,JAX,FL,832,86.0,AA
CLT,NC,GRR,MI,1300,110.0,AA
GRR,MI,CLT,NC,1541,115.0,AA
AUS,TX,JAX,FL,831,152.0,AA
JAX,FL,AUS,TX,1243,158.0,AA
DFW,TX,EUG,OR,1913,242.0,AA
EWR,NJ,ORD,IL,1745,156.0,AA
ORD,IL,EWR,NJ,1345,126.0,AA
EWR,NJ,ORD,IL,1347,154.0,AA
MIA,FL,MSP,MN,1952,239.0,AA
ORD,IL,EWR,NJ,1655,126.0,AA
EWR,NJ,MIA,FL,1240,190.0,AA
MIA,FL,EWR,NJ,836,190.0,AA
LAS,NV,ORD,IL,1200,225.0,AA
ORD,IL,LAS,NV,915,235.0,AA
CLT,NC,ILM,NC,1640,60.0,AA
ILM,NC,CLT,NC,1830,69.0,AA
CLT,NC,ILM,NC,1300,61.0,AA
ILM,NC,CLT,NC,1451,70.0,AA
CLT,NC,EWR,NJ,1101,111.0,AA
EWR,NJ,CLT,NC,1342,121.0,AA
MIA,FL,CLT,NC,1729,129.0,AA
CLT,NC,EWR,NJ,730,116.0,AA
EWR,NJ,DFW,TX,1359,227.0,AA
LGA,NY,MIA,FL,1128,197.0,AA
DFW,TX,MIA,FL,710,177.0,AA
PVD,RI,CLT,NC,619,131.0,AA
TPA,FL,CLT,NC,841,109.0,AA
DFW,TX,JAC,WY,1245,178.0,AA
JAC,WY,DFW,TX,1530,168.0,AA
JFK,NY,MIA,FL,1259,198.0,AA
EWR,NJ,CLT,NC,1025,125.0,AA
EWR,NJ,MIA,FL,1836,193.0,AA
MIA,FL,EWR,NJ,1431,185.0,AA
DFW,TX,MCO,FL,724,163.0,AA
MCO,FL,DFW,TX,1202,169.0,AA
CLT,NC,IND,IN,1625,96.0,AA
DFW,TX,LAX,CA,1100,203.0,AA
EYW,FL,CLT,NC,1717,137.0,AA
CLT,NC,MCO,FL,712,99.0,AA
ORD,IL,AUS,TX,1924,159.0,AA
GSO,NC,DFW,TX,543,171.0,AA
ATL,GA,CLT,NC,635,78.0,AA
CLT,NC,MYR,SC,1848,59.0,AA
CLT,NC,LGA,NY,1605,111.0,AA
BUF,NY,DFW,TX,1740,193.0,AA
DFW,TX,BUF,NY,1246,189.0,AA
CLT,NC,SNA,CA,1831,294.0,AA
AUS,TX,ORD,IL,810,169.0,AA
CLT,NC,JFK,NY,2014,121.0,AA
DFW,TX,MEM,TN,1754,88.0,AA
MEM,TN,DFW,TX,2007,98.0,AA
DFW,TX,FAT,CA,829,199.0,AA
FAT,CA,DFW,TX,1038,196.0,AA
SNA,CA,CLT,NC,2115,290.0,AA
CHS,SC,CLT,NC,645,69.0,AA
RDU,NC,LGA,NY,951,98.0,AA
DFW,TX,MKE,WI,1426,137.0,AA
MKE,WI,DFW,TX,1728,148.0,AA
DFW,TX,MCI,MO,1015,96.0,AA
MCI,MO,DFW,TX,1241,99.0,AA
FCA,MT,DFW,TX,1330,210.0,AA
DFW,TX,MSN,WI,1510,134.0,AA
DFW,TX,LEX,KY,1626,129.0,AA
LEX,KY,DFW,TX,2020,144.0,AA
PHL,PA,ORD,IL,1444,146.0,AA
ORD,IL,FCA,MT,957,222.0,AA
TPA,FL,DFW,TX,600,162.0,AA
CLT,NC,FLL,FL,1130,121.0,AA
FLL,FL,CLT,NC,1423,127.0,AA
DFW,TX,PHX,AZ,2323,148.0,AA
GEG,WA,PHX,AZ,1716,159.0,AA
EYW,FL,DFW,TX,1440,185.0,AA
CLE,OH,CLT,NC,1554,96.0,AA
CLT,NC,CLE,OH,1319,93.0,AA
OMA,NE,ORD,IL,600,97.0,AA
MSP,MN,PHX,AZ,1444,201.0,AA
PHX,AZ,MSP,MN,839,194.0,AA
MFE,TX,DFW,TX,1923,101.0,AA
DFW,TX,MEM,TN,2127,90.0,AA
AUS,TX,PHX,AZ,1850,145.0,AA
DFW,TX,PIT,PA,1851,166.0,AA
LAX,CA,LAS,NV,2040,70.0,AA
DFW,TX,SBP,CA,1907,206.0,AA
DFW,TX,LEX,KY,1027,136.0,AA
LEX,KY,DFW,TX,1423,144.0,AA
MSY,LA,DFW,TX,734,104.0,AA
PHX,AZ,GEG,WA,1012,161.0,AA
MCO,FL,DFW,TX,800,165.0,AA
DFW,TX,LAS,NV,1859,168.0,AA
TUS,AZ,PHX,AZ,640,50.0,AA
CLT,NC,DCA,VA,1835,85.0,AA
BOS,MA,PHL,PA,1732,93.0,AA
PHL,PA,BOS,MA,1530,82.0,AA
DFW,TX,ECP,FL,1251,124.0,AA
ECP,FL,DFW,TX,1540,133.0,AA
DFW,TX,IAD,VA,1229,180.0,AA
IAD,VA,DFW,TX,1721,214.0,AA
AUS,TX,MCO,FL,1403,171.0,AA
MCO,FL,AUS,TX,1844,166.0,AA
CLT,NC,MCO,FL,1530,100.0,AA
ORD,IL,CLT,NC,533,116.0,AA
DFW,TX,MSY,LA,1248,98.0,AA
IAH,TX,DFW,TX,1829,87.0,AA
DCA,VA,MCO,FL,820,140.0,AA
MCO,FL,DCA,VA,1138,138.0,AA
ORD,IL,MIA,FL,829,187.0,AA
MIA,FL,LAS,NV,1950,314.0,AA
CLT,NC,MEM,TN,758,100.0,AA
MEM,TN,CLT,NC,929,108.0,AA
CLT,NC,MSY,LA,1135,115.0,AA
MSY,LA,CLT,NC,1333,122.0,AA
ORD,IL,CLT,NC,1645,119.0,AA
CLT,NC,MSY,LA,1435,113.0,AA
MSY,LA,CLT,NC,1619,122.0,AA
DFW,TX,ECP,FL,1902,120.0,AA
DSM,IA,PHX,AZ,800,181.0,AA
DFW,TX,PHX,AZ,1750,150.0,AA
ECP,FL,DFW,TX,705,133.0,AA
IAH,TX,DFW,TX,800,80.0,AA
GSP,SC,DFW,TX,601,153.0,AA
DFW,TX,EWR,NJ,1655,211.0,AA
MIA,FL,DCA,VA,1341,158.0,AA
CLT,NC,MKE,WI,1645,122.0,AA
DFW,TX,ORD,IL,1020,156.0,AA
TPA,FL,PHL,PA,700,154.0,AA
LAS,NV,PHX,AZ,650,75.0,AA
CLT,NC,PHL,PA,745,99.0,AA
MKE,WI,CLT,NC,1324,121.0,AA
DFW,TX,OMA,NE,710,107.0,AA
OMA,NE,DFW,TX,947,114.0,AA
PHL,PA,CLE,OH,1837,95.0,AA
DFW,TX,ILM,NC,1311,166.0,AA
ILM,NC,DFW,TX,1748,184.0,AA
DCA,VA,CLT,NC,1521,104.0,AA
CLT,NC,DFW,TX,1646,170.0,AA
DEN,CO,MIA,FL,1509,240.0,AA
MIA,FL,DEN,CO,1131,256.0,AA
CLT,NC,PHL,PA,1110,102.0,AA
CLT,NC,ONT,CA,1920,287.0,AA
ONT,CA,CLT,NC,2223,280.0,AA
DFW,TX,ONT,CA,853,186.0,AA
ONT,CA,DFW,TX,1050,183.0,AA
CLT,NC,IND,IN,1326,93.0,AA
IND,IN,CLT,NC,1551,99.0,AA
CLT,NC,PHL,PA,1824,100.0,AA
IND,IN,PHX,AZ,1833,224.0,AA
PHX,AZ,IND,IN,950,212.0,AA
JAC,WY,ORD,IL,1311,184.0,AA
DFW,TX,JAC,WY,912,175.0,AA
JAC,WY,DFW,TX,1148,168.0,AA
PHL,PA,BOS,MA,1335,82.0,AA
MEM,TN,DFW,TX,730,99.0,AA
DFW,TX,AUS,TX,1900,70.0,AA
CLT,NC,JAX,FL,1730,78.0,AA
SFO,CA,ORD,IL,2359,258.0,AA
DEN,CO,DFW,TX,1642,121.0,AA
DFW,TX,DEN,CO,1450,122.0,AA
CLT,NC,JAX,FL,1445,79.0,AA
JAX,FL,CLT,NC,1706,83.0,AA
PHX,AZ,TUS,AZ,2100,51.0,AA
MRY,CA,DFW,TX,515,215.0,AA
JAX,FL,CLT,NC,1230,83.0,AA
ORD,IL,OMA,NE,2050,89.0,AA
DCA,VA,DFW,TX,650,200.0,AA
CLT,NC,IAH,TX,2022,158.0,AA
LAS,NV,CLT,NC,2259,269.0,AA
CLT,NC,BOS,MA,2022,136.0,AA
DFW,TX,PBI,FL,1446,171.0,AA
PBI,FL,DFW,TX,1929,185.0,AA
DCA,VA,MSY,LA,1350,159.0,AA
MEM,TN,CLT,NC,711,109.0,AA
ATL,GA,CLT,NC,515,78.0,AA
CLT,NC,PDX,OR,1832,322.0,AA
PDX,OR,CLT,NC,2159,293.0,AA
ORD,IL,RDU,NC,1843,120.0,AA
MIA,FL,LAS,NV,843,311.0,AA
MIA,FL,MCO,FL,725,68.0,AA
DFW,TX,LAS,NV,1100,177.0,AA
LAS,NV,DFW,TX,1247,172.0,AA
ORD,IL,PHL,PA,635,118.0,AA
ORD,IL,LAS,NV,1030,229.0,AA
PHL,PA,BOS,MA,1835,81.0,AA
ALB,NY,CLT,NC,1711,127.0,AA
CLT,NC,ALB,NY,1430,115.0,AA
ORD,IL,JFK,NY,1835,144.0,AA
DCA,VA,TPA,FL,1157,143.0,AA
DFW,TX,BZN,MT,1737,183.0,AA
BZN,MT,DFW,TX,700,178.0,AA
MIA,FL,DFW,TX,1900,192.0,AA
ORD,IL,MCO,FL,1315,157.0,AA
BOS,MA,DFW,TX,626,249.0,AA
FLL,FL,LAX,CA,905,321.0,AA
PHL,PA,TPA,FL,846,164.0,AA
TPA,FL,PHL,PA,1215,155.0,AA
PHL,PA,MCO,FL,1600,156.0,AA
LAX,CA,DCA,VA,1235,305.0,AA
PHL,PA,DFW,TX,1850,222.0,AA
PHL,PA,MIA,FL,825,174.0,AA
SAN,CA,DFW,TX,725,192.0,AA
MCO,FL,MIA,FL,950,70.0,AA
PHL,PA,TPA,FL,1105,163.0,AA
TPA,FL,CLT,NC,726,109.0,AA
MIA,FL,BOS,MA,1951,217.0,AA
OMA,NE,DFW,TX,549,115.0,AA
MIA,FL,IAH,TX,2000,174.0,AA
DFW,TX,TYS,TN,1425,127.0,AA
TYS,TN,DFW,TX,1823,140.0,AA
LAX,CA,DFW,TX,1435,192.0,AA
DFW,TX,TYS,TN,1032,133.0,AA
TYS,TN,DFW,TX,1435,140.0,AA
SAT,TX,LAX,CA,730,192.0,AA
PHL,PA,BNA,TN,1903,139.0,AA
AUS,TX,CLT,NC,615,171.0,AA
BOS,MA,PHL,PA,902,93.0,AA
IAH,TX,DFW,TX,604,78.0,AA
DFW,TX,MEM,TN,1309,90.0,AA
ORD,IL,SEA,WA,2018,271.0,AA
MCO,FL,DFW,TX,945,172.0,AA
SAT,TX,CLT,NC,615,176.0,AA
FLL,FL,DFW,TX,615,189.0,AA
DFW,TX,MEM,TN,834,96.0,AA
MEM,TN,DFW,TX,1100,100.0,AA
VPS,FL,DFW,TX,721,134.0,AA
CLT,NC,VPS,FL,1130,101.0,AA
VPS,FL,CLT,NC,1300,102.0,AA
PHL,PA,DFW,TX,1050,217.0,AA
AUS,TX,DFW,TX,700,72.0,AA
DFW,TX,ABQ,NM,2257,108.0,AA
MIA,FL,ORD,IL,958,202.0,AA
LGA,NY,ORD,IL,1840,158.0,AA
MIA,FL,DFW,TX,1142,189.0,AA
DFW,TX,SAN,CA,2225,175.0,AA
DFW,TX,MCI,MO,723,101.0,AA
MCI,MO,DFW,TX,954,99.0,AA
PHL,PA,PWM,ME,1058,86.0,AA
PWM,ME,PHL,PA,1306,93.0,AA
DFW,TX,VPS,FL,1634,127.0,AA
VPS,FL,DFW,TX,1931,134.0,AA
AUS,TX,CLT,NC,835,171.0,AA
DFW,TX,MIA,FL,1025,183.0,AA
PDX,OR,DFW,TX,725,225.0,AA
MIA,FL,SAN,CA,2106,314.0,AA
DEN,CO,DFW,TX,1248,121.0,AA
DFW,TX,DEN,CO,1046,132.0,AA
MKE,WI,DFW,TX,1301,152.0,AA
BNA,TN,DFW,TX,703,121.0,AA
DCA,VA,SRQ,FL,819,149.0,AA
SRQ,FL,DCA,VA,1129,150.0,AA
CLT,NC,JAX,FL,800,80.0,AA
JAX,FL,CLT,NC,1045,83.0,AA
ABQ,NM,PHX,AZ,1128,81.0,AA
PHX,AZ,ABQ,NM,831,76.0,AA
JFK,NY,DFW,TX,646,227.0,AA
SNA,CA,ORD,IL,755,256.0,AA
ATL,GA,MIA,FL,1113,125.0,AA
MIA,FL,ATL,GA,830,122.0,AA
DFW,TX,MSP,MN,730,147.0,AA
MSP,MN,DFW,TX,1050,151.0,AA
PHL,PA,SAN,CA,1759,330.0,AA
CLT,NC,OMA,NE,1129,157.0,AA
OMA,NE,CLT,NC,1400,151.0,AA
DFW,TX,BUR,CA,1900,194.0,AA
CLT,NC,SYR,NY,1450,111.0,AA
SYR,NY,CLT,NC,1726,120.0,AA
BUR,CA,DFW,TX,700,199.0,AA
BOS,MA,DFW,TX,824,249.0,AA
PHX,AZ,DEN,CO,2058,111.0,AA
CLT,NC,DFW,TX,1905,163.0,AA
DFW,TX,MSY,LA,853,95.0,AA
MSY,LA,DFW,TX,1122,104.0,AA
RDU,NC,DFW,TX,530,182.0,AA
MSY,LA,DFW,TX,1516,103.0,AA
CVG,KY,MIA,FL,1855,157.0,AA
MIA,FL,CVG,KY,1530,165.0,AA
DFW,TX,LBB,TX,828,71.0,AA
LBB,TX,DFW,TX,1019,81.0,AA
DFW,TX,SAV,GA,1549,141.0,AA
SAV,GA,DFW,TX,2002,160.0,AA
DEN,CO,DFW,TX,500,120.0,AA
LAX,CA,PHL,PA,1400,317.0,AA
SFO,CA,ORD,IL,600,258.0,AA
IAD,VA,DFW,TX,700,194.0,AA
GRR,MI,CLT,NC,633,116.0,AA
CLT,NC,JAX,FL,2020,83.0,AA
DFW,TX,IND,IN,1755,133.0,AA
MKE,WI,DFW,TX,650,148.0,AA
JFK,NY,MIA,FL,1629,184.0,AA
DFW,TX,CLT,NC,1240,165.0,AA
CLT,NC,JFK,NY,1301,118.0,AA
SNA,CA,DFW,TX,755,196.0,AA
DFW,TX,LGA,NY,1326,213.0,AA
DFW,TX,OMA,NE,2119,108.0,AA
MIA,FL,AUS,TX,1936,185.0,AA
DFW,TX,RIC,VA,1446,173.0,AA
RIC,VA,DFW,TX,1936,189.0,AA
MIA,FL,PHX,AZ,2102,280.0,AA
DFW,TX,ONT,CA,1240,187.0,AA
PHX,AZ,SNA,CA,2027,84.0,AA
DFW,TX,ORF,VA,1055,190.0,AA
ORF,VA,DFW,TX,1555,194.0,AA
ORD,IL,SFO,CA,2025,276.0,AA
PBI,FL,PHL,PA,700,158.0,AA
JFK,NY,CLT,NC,1156,124.0,AA
PHX,AZ,SBA,CA,1725,93.0,AA
LAX,CA,PHL,PA,1050,321.0,AA
DFW,TX,SNA,CA,1020,193.0,AA
MIA,FL,DCA,VA,1929,166.0,AA
LAS,NV,DFW,TX,500,169.0,AA
CLT,NC,SFO,CA,945,328.0,AA
JFK,NY,SFO,CA,2040,409.0,AA
FAT,CA,DFW,TX,600,196.0,AA
IND,IN,PHL,PA,1105,110.0,AA
PHL,PA,IND,IN,822,123.0,AA
DFW,TX,PDX,OR,902,240.0,AA
PDX,OR,DFW,TX,1157,225.0,AA
CLT,NC,SAN,CA,900,285.0,AA
SAN,CA,CLT,NC,1135,292.0,AA
PDX,OR,PHX,AZ,525,160.0,AA
DFW,TX,SNA,CA,1436,183.0,AA
SNA,CA,DFW,TX,1633,190.0,AA
PDX,OR,PHX,AZ,1600,161.0,AA
PHX,AZ,PDX,OR,1100,161.0,AA
SFO,CA,PHL,PA,1100,323.0,AA
CLT,NC,TUL,OK,2048,144.0,AA
CLT,NC,EYW,FL,900,128.0,AA
EYW,FL,CLT,NC,1148,137.0,AA
DFW,TX,PIT,PA,1022,168.0,AA
EWR,NJ,CLT,NC,604,122.0,AA
DFW,TX,SAN,CA,1346,175.0,AA
SAN,CA,DFW,TX,1531,192.0,AA
PHX,AZ,TPA,FL,2158,252.0,AA
PHX,AZ,RNO,NV,959,110.0,AA
RNO,NV,PHX,AZ,1243,113.0,AA
DFW,TX,PNS,FL,1658,107.0,AA
PNS,FL,DFW,TX,1937,121.0,AA
DEN,CO,PHL,PA,540,211.0,AA
DFW,TX,PSP,CA,1055,184.0,AA
PSP,CA,DFW,TX,1249,181.0,AA
EWR,NJ,PHX,AZ,1708,328.0,AA
MCO,FL,DFW,TX,720,173.0,AA
DFW,TX,SRQ,FL,1346,153.0,AA
SRQ,FL,DFW,TX,1809,166.0,AA
PNS,FL,DFW,TX,703,121.0,AA
RIC,VA,CLT,NC,511,78.0,AA
DFW,TX,RDU,NC,717,172.0,AA
RDU,NC,DFW,TX,1159,180.0,AA
ATL,GA,ORD,IL,615,131.0,AA
PHL,PA,RDU,NC,858,97.0,AA
RDU,NC,PHL,PA,1115,86.0,AA
CLT,NC,GRR,MI,1851,109.0,AA
PHL,PA,RDU,NC,1546,88.0,AA
RDU,NC,PHL,PA,1801,85.0,AA
CLT,NC,RDU,NC,1107,57.0,AA
RDU,NC,CLT,NC,1249,66.0,AA
LAS,NV,LAX,CA,710,77.0,AA
PHX,AZ,PHL,PA,2230,280.0,AA
BNA,TN,CLT,NC,738,86.0,AA
SRQ,FL,CLT,NC,819,114.0,AA
DFW,TX,LAX,CA,2101,194.0,AA
DFW,TX,ABQ,NM,1958,106.0,AA
CLT,NC,SDF,KY,1654,85.0,AA
PHX,AZ,BOS,MA,2056,304.0,AA
CLT,NC,RDU,NC,1435,57.0,AA
RDU,NC,CLT,NC,1623,65.0,AA
DFW,TX,AUS,TX,2010,62.0,AA
DFW,TX,PHL,PA,715,203.0,AA
DFW,TX,PSP,CA,1919,179.0,AA
BOS,MA,PHL,PA,1214,93.0,AA
PHL,PA,BOS,MA,944,84.0,AA
DFW,TX,IND,IN,2045,130.0,AA
PHL,PA,CLT,NC,1747,108.0,AA
MSN,WI,PHX,AZ,1814,216.0,AA
PHX,AZ,FAT,CA,2034,96.0,AA
ONT,CA,DFW,TX,2359,183.0,AA
MSP,MN,PHL,PA,1323,154.0,AA
PHL,PA,MSP,MN,1043,175.0,AA
DFW,TX,TUS,AZ,826,135.0,AA
TUS,AZ,DFW,TX,931,142.0,AA
MCO,FL,ORD,IL,700,186.0,AA
DFW,TX,RNO,NV,827,201.0,AA
RNO,NV,DFW,TX,1038,198.0,AA
GSP,SC,CLT,NC,701,58.0,AA
LAX,CA,DCA,VA,750,312.0,AA
EWR,NJ,DFW,TX,650,224.0,AA
BDL,CT,DFW,TX,640,229.0,AA
LGA,NY,RDU,NC,1630,110.0,AA
CLT,NC,JFK,NY,1459,119.0,AA
LGA,NY,RDU,NC,629,104.0,AA
DFW,TX,OKC,OK,2250,64.0,AA
CLT,NC,SFO,CA,1844,323.0,AA
DFW,TX,RSW,FL,1510,161.0,AA
RSW,FL,DFW,TX,1941,175.0,AA
DFW,TX,IAH,TX,1630,65.0,AA
DFW,TX,RSW,FL,931,159.0,AA
RSW,FL,DFW,TX,1400,175.0,AA
SLC,UT,CLT,NC,1119,249.0,AA
DFW,TX,JAX,FL,1518,145.0,AA
JAX,FL,DFW,TX,1933,160.0,AA
LAX,CA,DFW,TX,715,199.0,AA
DFW,TX,SAN,CA,1444,176.0,AA
SEA,WA,DFW,TX,500,234.0,AA
DFW,TX,ATL,GA,2041,130.0,AA
BWI,MD,ORD,IL,600,136.0,AA
SAN,CA,PHX,AZ,1840,87.0,AA
DFW,TX,DCA,VA,2049,186.0,AA
CID,IA,DFW,TX,530,127.0,AA
ORD,IL,DFW,TX,700,146.0,AA
CLT,NC,SAN,CA,1836,288.0,AA
LAX,CA,STL,MO,1730,219.0,AA
PHX,AZ,SAN,CA,819,74.0,AA
SAN,CA,PHL,PA,920,319.0,AA
DFW,TX,SAT,TX,849,75.0,AA
SAT,TX,DFW,TX,1054,77.0,AA
DFW,TX,STL,MO,1747,103.0,AA
CLT,NC,GSO,NC,1656,55.0,AA
GSO,NC,CLT,NC,1836,54.0,AA
PHL,PA,BOS,MA,715,81.0,AA
ORD,IL,PHX,AZ,1342,219.0,AA
MIA,FL,BNA,TN,2232,138.0,AA
DFW,TX,SEA,WA,710,261.0,AA
SEA,WA,DFW,TX,1021,239.0,AA
MFE,TX,DFW,TX,555,101.0,AA
DFW,TX,SEA,WA,1042,263.0,AA
SEA,WA,DFW,TX,1355,240.0,AA
ATL,GA,DFW,TX,550,140.0,AA
DEN,CO,ORD,IL,530,150.0,AA
AUS,TX,CLT,NC,1400,171.0,AA
DCA,VA,MIA,FL,1349,172.0,AA
CLT,NC,STL,MO,1300,115.0,AA
STL,MO,CLT,NC,1450,111.0,AA
PHL,PA,MIA,FL,534,180.0,AA
PHX,AZ,BUR,CA,2021,88.0,AA
SDF,KY,DFW,TX,621,135.0,AA
MSO,MT,DFW,TX,700,201.0,AA
PHX,AZ,SEA,WA,852,196.0,AA
SEA,WA,PHX,AZ,1310,176.0,AA
CLT,NC,DFW,TX,1311,164.0,AA
FAT,CA,DFW,TX,700,196.0,AA
LAX,CA,ORD,IL,1108,259.0,AA
DFW,TX,SDF,KY,1825,124.0,AA
DFW,TX,LBB,TX,2050,70.0,AA
AUS,TX,DFW,TX,1029,72.0,AA
DFW,TX,AUS,TX,1700,64.0,AA
PHL,PA,CLT,NC,1036,110.0,AA
PHX,AZ,AUS,TX,855,153.0,AA
DFW,TX,BOS,MA,1555,223.0,AA
DFW,TX,MSO,MT,1018,201.0,AA
MSO,MT,DFW,TX,1329,201.0,AA
LAX,CA,PHX,AZ,604,99.0,AA
ORD,IL,PHL,PA,1150,117.0,AA
SEA,WA,CLT,NC,705,307.0,AA
DFW,TX,FSD,SD,1953,123.0,AA
DFW,TX,PHL,PA,530,195.0,AA
STL,MO,CLT,NC,715,113.0,AA
JFK,NY,DFW,TX,820,245.0,AA
ATL,GA,PHL,PA,1000,136.0,AA
PHX,AZ,DFW,TX,1424,151.0,AA
PHL,PA,ORD,IL,1555,142.0,AA
PHL,PA,ORD,IL,1839,141.0,AA
ORD,IL,PHX,AZ,1120,219.0,AA
MSY,LA,MIA,FL,600,130.0,AA
DFW,TX,OKC,OK,1235,67.0,AA
OKC,OK,DFW,TX,1434,68.0,AA
BOS,MA,MIA,FL,849,211.0,AA
CLE,OH,PHL,PA,600,83.0,AA
CLT,NC,DFW,TX,1432,166.0,AA
MCO,FL,LAX,CA,740,306.0,AA
TUL,OK,DFW,TX,602,78.0,AA
AVL,NC,DFW,TX,1632,153.0,AA
DFW,TX,AVL,NC,1231,141.0,AA
CLT,NC,AUS,TX,720,176.0,AA
JAX,FL,MIA,FL,600,81.0,AA
ORD,IL,DCA,VA,1521,111.0,AA
PHL,PA,CLT,NC,1851,120.0,AA
PHX,AZ,STL,MO,1604,182.0,AA
JFK,NY,CLT,NC,630,128.0,AA
MSP,MN,CLT,NC,625,156.0,AA
TPA,FL,PHL,PA,1510,156.0,AA
LGA,NY,CLT,NC,659,126.0,AA
LAX,CA,PHX,AZ,749,92.0,AA
PHL,PA,FLL,FL,820,171.0,AA
PHX,AZ,MIA,FL,2212,274.0,AA
ORD,IL,DCA,VA,2021,112.0,AA
DFW,TX,SBA,CA,942,196.0,AA
CLT,NC,FLL,FL,1440,117.0,AA
FLL,FL,CLT,NC,1729,127.0,AA
ABQ,NM,DFW,TX,1040,111.0,AA
DFW,TX,ABQ,NM,903,112.0,AA
DFW,TX,FLL,FL,2048,169.0,AA
ORD,IL,AUS,TX,2040,166.0,AA
MYR,SC,CLT,NC,646,64.0,AA
PHL,PA,PBI,FL,1848,167.0,AA
PHX,AZ,LAX,CA,1844,90.0,AA
BUR,CA,PHX,AZ,820,101.0,AA
BOS,MA,CLT,NC,700,153.0,AA
MIA,FL,JAX,FL,2231,79.0,AA
ELP,TX,DFW,TX,500,112.0,AA
AUS,TX,LAS,NV,805,171.0,AA
SDF,KY,MIA,FL,635,165.0,AA
DFW,TX,PHL,PA,2041,195.0,AA
LGA,NY,DFW,TX,829,229.0,AA
ALB,NY,CLT,NC,1137,128.0,AA
PHX,AZ,RNO,NV,2045,109.0,AA
CVG,KY,DFW,TX,800,149.0,AA
DFW,TX,SDF,KY,2049,125.0,AA
MSP,MN,MIA,FL,615,220.0,AA
EYW,FL,PHL,PA,1618,179.0,AA
AUS,TX,DFW,TX,1830,73.0,AA
ELP,TX,PHX,AZ,700,83.0,AA
PHX,AZ,PHL,PA,2353,279.0,AA
BOS,MA,ORD,IL,1211,173.0,AA
JFK,NY,SNA,CA,924,371.0,AA
SNA,CA,JFK,NY,1325,334.0,AA
ORD,IL,DCA,VA,635,110.0,AA
DCA,VA,ORD,IL,959,131.0,AA
PHX,AZ,CLT,NC,1216,251.0,AA
ATL,GA,DFW,TX,1432,143.0,AA
DFW,TX,ATL,GA,1023,139.0,AA
DFW,TX,GRR,MI,1035,157.0,AA
GRR,MI,DFW,TX,1502,159.0,AA
ATL,GA,DFW,TX,1237,143.0,AA
DFW,TX,ATL,GA,832,135.0,AA
MIA,FL,MSY,LA,2038,123.0,AA
DFW,TX,CVG,KY,1852,139.0,AA
AUS,TX,TPA,FL,1828,151.0,AA
DFW,TX,SFO,CA,900,227.0,AA
SFO,CA,DFW,TX,1137,212.0,AA
PHX,AZ,ELP,TX,2050,75.0,AA
ORD,IL,SAN,CA,2030,255.0,AA
PHX,AZ,ORD,IL,1336,215.0,AA
DFW,TX,AVL,NC,1920,146.0,AA
PIT,PA,PHL,PA,800,70.0,AA
BWI,MD,CLT,NC,820,95.0,AA
DEN,CO,MIA,FL,59,240.0,AA
BOS,MA,CLT,NC,940,142.0,AA
BFL,CA,DFW,TX,1249,195.0,AA
DFW,TX,BFL,CA,1051,198.0,AA
MIA,FL,ATL,GA,1922,121.0,AA
DFW,TX,MSY,LA,1715,88.0,AA
ATL,GA,DFW,TX,1644,144.0,AA
DFW,TX,ATL,GA,1236,136.0,AA
DFW,TX,MCO,FL,1656,162.0,AA
DFW,TX,STL,MO,2126,104.0,AA
CLT,NC,DFW,TX,940,171.0,AA
AUS,TX,LAS,NV,1550,170.0,AA
MIA,FL,ORD,IL,1931,211.0,AA
LAS,NV,AUS,TX,800,172.0,AA
SJC,CA,DFW,TX,610,225.0,AA
DTW,MI,MIA,FL,612,182.0,AA
LAX,CA,ORD,IL,603,259.0,AA
ORD,IL,DCA,VA,846,112.0,AA
DFW,TX,BFL,CA,2247,187.0,AA
TUS,AZ,DFW,TX,620,140.0,AA
DCA,VA,ORD,IL,1130,131.0,AA
CLT,NC,LAS,NV,1656,276.0,AA
JFK,NY,MIA,FL,702,188.0,AA
ORD,IL,BOS,MA,1730,138.0,AA
ATL,GA,PHL,PA,1200,126.0,AA
ICT,KS,DFW,TX,744,80.0,AA
DFW,TX,LAX,CA,1500,190.0,AA
SDF,KY,DFW,TX,944,135.0,AA
PHL,PA,LAX,CA,2045,341.0,AA
DFW,TX,MIA,FL,500,175.0,AA
CLT,NC,CLE,OH,2054,96.0,AA
DFW,TX,BNA,TN,1921,120.0,AA
AVP,PA,CLT,NC,623,102.0,AA
ATL,GA,MIA,FL,835,125.0,AA
IND,IN,MIA,FL,604,163.0,AA
DFW,TX,PNS,FL,917,111.0,AA
PNS,FL,DFW,TX,1158,121.0,AA
TYS,TN,DFW,TX,602,140.0,AA
ALB,NY,CLT,NC,622,128.0,AA
ATL,GA,DFW,TX,1831,144.0,AA
DFW,TX,ATL,GA,1430,131.0,AA
DFW,TX,TYS,TN,2052,126.0,AA
MIA,FL,BOS,MA,2110,212.0,AA
SAN,CA,DFW,TX,620,197.0,AA
DFW,TX,LGA,NY,821,218.0,AA
